"","scrubbed_genus","scrubbed_species_binomial","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","observation_type"
"1116","Oryza","Oryza grandiglumis",-16.1333,-62.0833,1986-11-25,"GBIF","US","US","US","Botany",4885,"specimen"
"1117","Oryza","Oryza latifolia",-20.005,-61.90527,1998-07-16,"MO","USZ","USZ","USZ",NA,267,"specimen"
"1118","Oryza","Oryza meyeriana",18.252625,109.511923,1933-01-01,"GBIF","IBSC","IBSC","IBSC",NA,4484,"specimen"
"1119","Oryza","Oryza australiensis",-18.2061,142.8656,1994-04-11,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1120","Oryza","Oryza australiensis",-16.67,144,1938-04-05,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1121","Oryza","Oryza australiensis",-17.435667,141.014306,2013-04-13,"GBIF","BRI","BRI","BRI","Herbrecs",4257,"specimen"
"1122","Oryza","Oryza australiensis",-16.5597,145.1542,2008-04-11,"GBIF","CNS","CNS","CNS","CNS",4311,"specimen"
"1123","Oryza","Oryza meyeriana",18.25,109.5,1994-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"1124","Oryza","Oryza australiensis",-29.325498,119.847267,1954-07-08,"GBIF","AD","AD","AD","AD",4169,"specimen"
"1125","Oryza","Oryza australiensis",-17.6072,139.3353,2007-04-29,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1126","Oryza","Oryza australiensis",-19.934722,138.115278,2006-05-24,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1127","Oryza","Oryza australiensis",-17.607222,139.335278,2007-04-29,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1128","Oryza","Oryza australiensis",-19.4985,138.501199,1947-05-27,"GBIF","BRI","BRI","BRI","Herbrecs",4257,"specimen"
"1129","Oryza","Oryza australiensis",-17.607222,139.335278,2007-04-29,"GBIF","BRI","BRI","BRI","Herbrecs",4257,"specimen"
"1130","Oryza","Oryza australiensis",-22.2328,142.4161,1994-04-19,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1131","Oryza","Oryza australiensis",-19.91666,147.8175,1996-04-13,"MO",NA,NA,NA,NA,267,"specimen"
"1132","Oryza","Oryza australiensis",-18.9147,139.9472,2006-02-25,"GBIF","NSW","NSW","NSW","NSW",4672,"specimen"
"1133","Oryza","Oryza australiensis",-16.57935,145.18892,2014-05-12,"GBIF","BRI","BRI","BRI","Herbrecs",4257,"specimen"
"1134","Oryza","Oryza australiensis",-19.411341,146.72966,2008-02-14,"GBIF","BRI","BRI","BRI","Herbrecs",4257,"specimen"
"1135","Oryza","Oryza latifolia",13.87527,-88.96027,2002-03-15,"MO","MO","MO","MO",NA,267,"specimen"
"1136","Oryza","Oryza longistaminata",12.71183,-7.78432,1978-12-06,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1137","Oryza","Oryza australiensis",-15.7833,128.7333,1968-01-02,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1138","Oryza","Oryza grandiglumis",-5.05083,-74.20111,1992-11-03,"MO","MO","MO","MO",NA,267,"specimen"
"1139","Oryza","Oryza rufipogon",25.175621,110.351669,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1140","Oryza","Oryza barthii",16.93071,-13.0957,1959-09-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1141","Oryza","Oryza australiensis",-15.805509,128.744581,1997-03-14,"GBIF","PERTH","PERTH","PERTH","PERTH",4699,"specimen"
"1142","Oryza","Oryza australiensis",-15.475,141.738333,2001-04-03,"GBIF","BRI","BRI","BRI","Herbrecs",4257,"specimen"
"1143","Oryza","Oryza australiensis",-19.581784,146.751107,1930-01-01,"GBIF","BRI","BRI","BRI","Herbrecs",4257,"specimen"
"1144","Oryza","Oryza australiensis",-19.3667,146.9667,2009-02-10,"GBIF","JCT","JCT","JCT","JCT",4509,"specimen"
"1145","Oryza","Oryza grandiglumis",-3.8038,-73.387,1977-05-12,"MO","MO","MO","MO",NA,267,"specimen"
"1146","Oryza","Oryza latifolia",9.647813,-82.797401,2003-01-28,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1147","Oryza","Oryza australiensis",-20.1333,141.3333,1977-03-21,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1148","Oryza","Oryza longistaminata",14.06333,7.76889,1968-11-22,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1149","Oryza","Oryza australiensis",-17.607222,139.335278,2007-04-29,"GBIF","AD","AD","AD","AD",4169,"specimen"
"1150","Oryza","Oryza longistaminata",12.37769,-8.32664,1987-10-04,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1151","Oryza","Oryza australiensis",-19.5,146.8667,1930-01-01,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1152","Oryza","Oryza latifolia",-2.97351,-68.84465,1877-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1153","Oryza","Oryza brachyantha",3.89293,17.91533,1924-11-13,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1154","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1155","Oryza","Oryza latifolia",4.026667,-73.473583,2010-07-17,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1156","Oryza","Oryza latifolia",10.349165,-85.278392,2004-12-16,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1157","Oryza","Oryza latifolia",12.875,-86.95,1991-10-08,"MO","MO","MO","MO",NA,267,"specimen"
"1158","Oryza","Oryza latifolia",11.65833,-85.01666,1972-07-28,"MO","BM, ENAG, F, GH, ISC, MICH, MO, NY, SMU, UC","BM, ENAG, F, GH, ISC, MICH, MO, NY, SMU, UC","BM, ENAG, F, GH, ISC, MICH, MO, NY, SMU, UC",NA,267,"specimen"
"1159","Oryza","Oryza barthii",14.50117,-4.19678,1910-09-07,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1160","Oryza","Oryza longistaminata",-13.62744,48.39853,1970-04-18,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1161","Oryza","Oryza latifolia",21.157222,-104.96,NA,"GBIF","UM","UM","UM","MICH",1583,"specimen"
"1162","Oryza","Oryza latifolia",21.156111,-105.141667,NA,"GBIF","UM","UM","UM","MICH",1583,"specimen"
"1163","Oryza","Oryza longistaminata",11.483333,14.65,1985-09-04,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1164","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1165","Oryza","Oryza latifolia",9.16666,-79.65972,1940-08-24,"MO","MO","MO","MO",NA,267,"specimen"
"1166","Oryza","Oryza latifolia",4.026667,-73.473583,2010-07-17,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1167","Oryza","Oryza latifolia",10.266881,-85.593082,1996-12-04,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1168","Oryza","Oryza latifolia",4.901861,-74.904222,2010-09-13,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1169","Oryza","Oryza longistaminata",-17.49834,48.52115,1949-04-10,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1170","Oryza","Oryza latifolia",4.026667,-73.473583,2010-07-17,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1171","Oryza","Oryza latifolia",10.342023,-85.368218,2014-07-05,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1172","Oryza","Oryza latifolia",20.9607,-76.9531,NA,"GBIF","Université de Montréal Biodiversity Centre","Université de Montréal Biodiversity Centre","Université de Montréal Biodiversity Centre","MT",1815,"specimen"
"1173","Oryza","Oryza longistaminata",-17.4,48.3667,1948-04-05,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1174","Oryza","Oryza longistaminata",-17.46274,48.52873,NA,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1175","Oryza","Oryza latifolia",-18.96666,-57.79166,1990-05-05,"MO","MO","MO","MO",NA,267,"specimen"
"1176","Oryza","Oryza latifolia",12.36666,-86.08333,1982-10-18,"MO","MO","MO","MO",NA,267,"specimen"
"1177","Oryza","Oryza punctata",12.08708,15.01483,1838-08-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1178","Oryza","Oryza longistaminata",9.383333,13.533333,1982-10-07,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1179","Oryza","Oryza longistaminata",9.016667,13.183333,1975-10-30,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1180","Oryza","Oryza latifolia",11.36666,-84.01666,1999-01-15,"MO","MO","MO","MO",NA,267,"specimen"
"1181","Oryza","Oryza latifolia",10.53333,-85.31666,1971-08-03,"MO","MO","MO","MO",NA,267,"specimen"
"1182","Oryza","Oryza latifolia",11.24036,-74.21102,1898-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1183","Oryza","Oryza minuta",-9.1167,141.3333,1967-08-07,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1184","Oryza","Oryza latifolia",-27.34,-59.28,NA,"GBIF","BAB","BAB","BAB","HERB",4201,"specimen"
"1185","Oryza","Oryza longistaminata",11.266667,14.966667,1986-09-30,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1186","Oryza","Oryza latifolia",18.22083,-66.59015,1797-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1187","Oryza","Oryza latifolia",10.333333,-85.352778,1991-08-05,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1188","Oryza","Oryza grandiglumis",-13.60055,-60.89611,1998-06-26,"MO","MO","MO","MO",NA,267,"specimen"
"1189","Oryza","Oryza sativa",36.408496,114.361389,1935-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"1190","Oryza","Oryza latifolia",8.96474,-83.551176,2005-08-17,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1191","Oryza","Oryza longistaminata",-16.116667,46.633333,1905-04-06,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1192","Oryza","Oryza latifolia",10.477778,-85.263889,1997-04-25,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1193","Oryza","Oryza longistaminata",-17.4,48.36667,1948-04-05,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1194","Oryza","Oryza longistaminata",-19.8983333,48.7908333,2010-06-22,"MO","TAN","TAN","TAN",NA,267,"specimen"
"1195","Oryza","Oryza glaberrima",11.2,-0.633,1997-10-15,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"1196","Oryza","Oryza latifolia",13.85,-88.36666,1975-01-09,"MO","MO","MO","MO",NA,267,"specimen"
"1197","Oryza","Oryza latifolia",4.901861,-74.904222,2010-07-13,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1198","Oryza","Oryza latifolia",10.34,-85.33,1993-09-20,"MO","CR, MO","CR, MO","CR, MO",NA,267,"specimen"
"1199","Oryza","Oryza barthii",10.3232,14.23485,1964-09-11,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1200","Oryza","Oryza minuta",12.72455,124.04199,1916-09-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1201","Oryza","Oryza longistaminata",-15.573116,46.424906,1925-05-01,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1202","Oryza","Oryza latifolia",9.045245,-83.184316,2000-03-04,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1203","Oryza","Oryza longistaminata",-15.98245,46.3884,1908-03-01,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1204","Oryza","Oryza longistaminata",-16.578722,45.56412,1957-03-19,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1205","Oryza","Oryza latifolia",10.342023,-85.368218,2014-07-05,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1206","Oryza","Oryza latifolia",10.34,-85.33,1993-09-20,"GBIF","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)",950,"specimen"
"1207","Oryza","Oryza longistaminata",-16.366667,47.666667,2007-05-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"specimen"
"1208","Oryza","Oryza latifolia",4.026667,-73.473583,2010-07-17,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1209","Oryza","Oryza latifolia",13.8,-90.06666,2004-03-29,"MO","MO","MO","MO",NA,267,"specimen"
"1210","Oryza","Oryza longistaminata",-13.3647,50.0108,2007-05-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"specimen"
"1211","Oryza","Oryza latifolia",-17.35166,-59.64361,2001-01-01,"MO","USZ","USZ","USZ",NA,267,"specimen"
"1212","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1213","Oryza","Oryza minuta",-8.8333,143.1667,1972-06-05,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1214","Oryza","Oryza barthii",11.70655,14.71257,1972-10-04,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1215","Oryza","Oryza meyeriana",18.252625,109.511923,1932-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"1216","Oryza","Oryza latifolia",16.971389,-94.6625,1985-08-04,"GBIF","IBUNAM","IBUNAM","IBUNAM","MEXU",2859,"specimen"
"1217","Oryza","Oryza latifolia",8.96474,-83.551176,2005-08-17,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1218","Oryza","Oryza latifolia",19.641667,-105.180556,NA,"GBIF","UM","UM","UM","MICH",1583,"specimen"
"1219","Oryza","Oryza latifolia",-28.34167,-48.81972,1957-04-02,"NY","NY","NY","NY","Herbarium",251,"specimen"
"1220","Oryza","Oryza latifolia",20.755,-77.033,1922-09-01,"GBIF","NHMUK","NHMUK","NHMUK","BOT",1748,"specimen"
"1221","Oryza","Oryza latifolia",10.349165,-85.278392,2004-12-16,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1222","Oryza","Oryza latifolia",10.96666,-84.33055,1998-07-28,"MO","MO","MO","MO",NA,267,"specimen"
"1223","Oryza","Oryza grandiglumis",-14.57527,-61.20305,1997-03-20,"MO","MO, USZ","MO, USZ","MO, USZ",NA,267,"specimen"
"1224","Oryza","Oryza barthii",14.49053,-4.2009,NA,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1225","Oryza","Oryza meyeriana",18.252625,109.511923,1932-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"1226","Oryza","Oryza latifolia",4.918083,-74.897472,2010-09-08,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1227","Oryza","Oryza latifolia",18.3381,-64.8941,NA,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1228","Oryza","Oryza longistaminata",-17.407,48.382,1951-06-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1229","Oryza","Oryza latifolia",10.4,-85.818889,2006-07-02,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1230","Oryza","Oryza sativa",18.252625,109.511923,1933-01-01,"GBIF","IBSC","IBSC","IBSC",NA,4484,"specimen"
"1231","Oryza","Oryza barthii",12.13485,15.05574,1965-01-03,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1232","Oryza","Oryza barthii",10.34702,15.23703,1984-08-29,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1233","Oryza","Oryza latifolia",19.6400766752131,-105.184626764408,1991-11-02,"GBIF","CNS-UT","CNS-UT","CNS-UT","TEX",2075,"specimen"
"1234","Oryza","Oryza longistaminata",9.083333,12.966667,1983-10-13,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1235","Oryza","Oryza barthii",4.643,18.267,1963-10-06,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1236","Oryza","Oryza latifolia",13.8,-90.06666,2004-02-13,"MO","MO","MO","MO",NA,267,"specimen"
"1237","Oryza","Oryza sativa",39.8346,119.48452,1914-09-09,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1238","Oryza","Oryza longistaminata",9.383333,13.533333,1982-10-18,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1239","Oryza","Oryza latifolia",11.24434,-74.20689,1898-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1240","Oryza","Oryza longistaminata",-13.4912,49.5703,2007-05-01,"GBIF","CAS","CAS","CAS","BOT-BC",4278,"specimen"
"1241","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1242","Oryza","Oryza longistaminata",-15.67955,46.34267,1926-05-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1243","Oryza","Oryza longistaminata",11.75,-2.933,NA,"GBIF","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Herbier CNRST/INERA",2946,"specimen"
"1244","Oryza","Oryza latifolia",9.27055,-79.9175,1911-12-15,"MO","MO","MO","MO",NA,267,"specimen"
"1245","Oryza","Oryza latifolia",10.000833,-84.828056,2006-12-04,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1246","Oryza","Oryza latifolia",10.345833,-85.334722,1993-09-20,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1247","Oryza","Oryza minuta",-8.8333,143.1667,1972-06-05,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1248","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1249","Oryza","Oryza latifolia",10.33333,-85.26111,1984-09-06,"MO","MO","MO","MO",NA,267,"specimen"
"1250","Oryza","Oryza longistaminata",9.066667,13.466667,2002-10-05,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1251","Oryza","Oryza longistaminata",10.85,14.95,1986-11-01,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1252","Oryza","Oryza grandiglumis",-14.6166667,-61.1833333,1994-10-16,"MO","MO, USZ","MO, USZ","MO, USZ",NA,267,"specimen"
"1253","Oryza","Oryza minuta",-9.1167,141.3333,1967-08-07,"GBIF","CANB","CANB","CANB","CANB",4277,"specimen"
"1254","Oryza","Oryza longistaminata",-16.1073,46.6464,1922-04-01,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1255","Oryza","Oryza longistaminata",10.35,14.333333,1973-11-14,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1256","Oryza","Oryza grandiglumis",-13.6,-60.89611,1996-04-05,"MO","MO","MO","MO",NA,267,"specimen"
"1257","Oryza","Oryza latifolia",19.64167,-105.18333,1991-11-02,"GBIF","UCR","UCR","UCR",NA,4853,"specimen"
"1258","Oryza","Oryza latifolia",10.4,-85.818889,2006-07-02,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1259","Oryza","Oryza latifolia",14.06666,-84.56666,1997-06-02,"MO","MO","MO","MO",NA,267,"specimen"
"1260","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1261","Oryza","Oryza latifolia",6.187778,-67.473056,2006-08-02,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1262","Oryza","Oryza longistaminata",10.85,14.95,1984-10-24,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1263","Oryza","Oryza latifolia",10.348185,-85.361473,2000-08-18,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1264","Oryza","Oryza latifolia",8.75,-83.35,1997-12-02,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1265","Oryza","Oryza latifolia",10.4,-85.818889,2006-07-02,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1266","Oryza","Oryza latifolia",10.4,-85.81889,2006-07-02,"MO",NA,NA,NA,NA,267,"specimen"
"1267","Oryza","Oryza longistaminata",-13.627439,48.398531,1970-04-18,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1268","Oryza","Oryza latifolia",11.71666,-84.96666,1983-08-28,"MO","MO","MO","MO",NA,267,"specimen"
"1269","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1270","Oryza","Oryza latifolia",4.026667,-73.473583,2010-07-17,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1271","Oryza","Oryza longistaminata",-19.89833,48.79083,2010-06-22,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1272","Oryza","Oryza longistaminata",11.483333,14.65,1985-05-17,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1273","Oryza","Oryza latifolia",19.425,-104.325,1988-10-20,"GBIF","IMECBIO-UDG","IMECBIO-UDG","IMECBIO-UDG","ZEA",1629,"specimen"
"1274","Oryza","Oryza longistaminata",-13.627439,48.398531,1970-04-18,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"1275","Oryza","Oryza latifolia",10.477778,-85.263889,1997-04-23,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1276","Oryza","Oryza latifolia",-17.33861,-59.93055,1996-05-03,"MO","MO, USZ","MO, USZ","MO, USZ",NA,267,"specimen"
"1277","Oryza","Oryza latifolia",10.000833,-84.828056,2006-12-04,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1278","Oryza","Oryza latifolia",-12.516667,-40.3,1974-03-15,"SpeciesLink","UFBA","UFBA","UFBA","ALCB",216,"specimen"
"1279","Oryza","Oryza latifolia",12.38333,-86.08333,1978-11-26,"MO","MO","MO","MO",NA,267,"specimen"
"1280","Oryza","Oryza latifolia",4.7835,-74.7879,1801-05-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1281","Oryza","Oryza barthii",12.33333,14.89195,1986-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1282","Oryza","Oryza punctata",12.37771,14.22506,1964-10-06,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1283","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1284","Oryza","Oryza latifolia",8.75,-83.35,1997-12-02,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1285","Oryza","Oryza latifolia",19.483333,-104.641667,NA,"GBIF","IB-CUCBA-UDG","IB-CUCBA-UDG","IB-CUCBA-UDG","IBUG",3635,"specimen"
"1286","Oryza","Oryza longistaminata",9.383333,13.533333,1984-10-16,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1287","Oryza","Oryza rufipogon",-9.21698,124.30803,2012-04-24,"GBIF","DNA","DNA","DNA","DNA",4352,"specimen"
"1288","Oryza","Oryza latifolia",10.483333,-85.366667,1996-08-03,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1289","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1290","Oryza","Oryza latifolia",6.414083,-74.3585,2009-02-12,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"1291","Oryza","Oryza barthii",-18.875,23.625,1983-02-26,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1292","Oryza","Oryza latifolia",12.36666,-86.08333,1978-08-16,"MO","MO","MO","MO",NA,267,"specimen"
"1293","Oryza","Oryza latifolia",21.145,-104.982778,1960-09-17,"GBIF","IBUNAM","IBUNAM","IBUNAM","MEXU",2859,"specimen"
"1294","Oryza","Oryza longistaminata",-16.1073,46.6464,1922-04-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1295","Oryza","Oryza latifolia",20.7547,-77.0335,1922-09-01,"GBIF","Université de Montréal Biodiversity Centre","Université de Montréal Biodiversity Centre","Université de Montréal Biodiversity Centre","MT",1815,"specimen"
"1296","Oryza","Oryza longistaminata",10.85,14.95,1986-10-25,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1297","Oryza","Oryza longistaminata",10.35,14.333333,1974-10-16,"GBIF","EFG","EFG","EFG","HEFG",2022,"specimen"
"1298","Oryza","Oryza latifolia",8.75,-83.35,1997-12-02,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"1299","Oryza","Oryza barthii",-19.125,24.125,1977-05-17,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"1300","Oryza","Oryza latifolia",10.34805,-85.36138,2000-08-18,"MO","MO","MO","MO",NA,267,"specimen"
"1301","Oryza","Oryza rufipogon",24.399244,109.379926,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"1302","Oryza","Oryza meyeriana",18.252625,109.511923,1932-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"1303","Oryza","Oryza latifolia",20.7563,-77.03054,1922-09-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"1304","Oryza","Oryza ridleyi",14.5,101,1992-08-03,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
