"","scrubbed_genus","scrubbed_species_binomial","latitude","longitude","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","observation_type"
"534","Oryza","Oryza latifolia",10.43,-83.58,1988-03-14,"MO","MO","MO","MO",NA,267,"specimen"
"535","Oryza","Oryza longistaminata",14.35,-0.316,1996-10-18,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"536","Oryza","Oryza latifolia",-27.84,-58.68,NA,"GBIF","CTES","CTES","CTES","CTES-VASC",4330,"specimen"
"537","Oryza","Oryza longistaminata",11.811944,0.433889,2000-11-06,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"538","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"539","Oryza","Oryza coarctata",21.99908,88.89038,1891-09-10,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"540","Oryza","Oryza latifolia",9.785728,-83.051657,2003-02-19,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"541","Oryza","Oryza longistaminata",14.343333,-0.411667,1996-10-01,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"542","Oryza","Oryza latifolia",9.785728,-83.051657,2003-02-19,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"543","Oryza","Oryza longistaminata",14.50781,-4.19477,1971-10-28,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"544","Oryza","Oryza punctata",-1.125,31.375,2001-04-29,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"545","Oryza","Oryza rufipogon",25.255089,110.050532,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"546","Oryza","Oryza longistaminata",-3.375,29.375,1981-04-11,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"547","Oryza","Oryza longistaminata",11.78684,-0.35804,1974-10-30,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"548","Oryza","Oryza minuta",-6.71143,105.54178,1963-04-21,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"549","Oryza","Oryza longistaminata",-3.31182,11.26088,1960-12-15,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"550","Oryza","Oryza longistaminata",11.75,-5.95,1969-09-10,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"551","Oryza","Oryza latifolia",11.216719,-73.317589,2010-10-16,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"552","Oryza","Oryza longistaminata",12.066667,0.35,1989-10-15,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"553","Oryza","Oryza latifolia",-27.45,-59,1908-06-23,"MO","CORD","CORD","CORD",NA,267,"specimen"
"554","Oryza","Oryza longistaminata",11.175,-1.118056,2004-11-25,"GBIF","Centre National des Semences Forestières","Centre National des Semences Forestières","Centre National des Semences Forestières","Herbier_CNSF",2990,"specimen"
"555","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"556","Oryza","Oryza longistaminata",11.733,-0.316,1996-09-01,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"557","Oryza","Oryza punctata",-1.125,31.375,2001-04-29,"GBIF","SANBI","SANBI","SANBI","PRECIS",3318,"specimen"
"558","Oryza","Oryza barthii",9.33217,13.38445,1974-10-10,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"559","Oryza","Oryza latifolia",9.965577,-84.315094,1996-10-30,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"560","Oryza","Oryza longistaminata",11.7217,-3.1333,1973-11-09,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"561","Oryza","Oryza latifolia",10.75,-83.6,1987-03-20,"GBIF","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)",950,"specimen"
"562","Oryza","Oryza latifolia",9.38833,-82.475,1971-07-27,"MO","MO","MO","MO",NA,267,"specimen"
"563","Oryza","Oryza longistaminata",14.65,-0.016667,2000-09-02,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"564","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"565","Oryza","Oryza longistaminata",11.2,-2.017,NA,"GBIF","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Herbier CNRST/INERA",2946,"specimen"
"566","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"567","Oryza","Oryza latifolia",7.15,-71.9333333,1982-11-08,"MO","MO","MO","MO",NA,267,"specimen"
"568","Oryza","Oryza latifolia",10.43,-83.58,1988-03-14,"GBIF","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)",950,"specimen"
"569","Oryza","Oryza longistaminata",11.71939,15.24833,1968-09-19,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"570","Oryza","Oryza longistaminata",11.40191,16.18121,1903-08-25,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"571","Oryza","Oryza latifolia",11.216639,-73.317569,2010-10-17,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"572","Oryza","Oryza longistaminata",16.23333,-1.25,1970-10-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"573","Oryza","Oryza latifolia",9.965577,-84.315094,1997-04-04,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"574","Oryza","Oryza latifolia",9.5,-82.96,1989-07-01,"MO","MO","MO","MO",NA,267,"specimen"
"575","Oryza","Oryza longistaminata",-17.491944,37.028887,1943-03-25,"GBIF","IICT","IICT","IICT","LISC",821,"specimen"
"576","Oryza","Oryza barthii",-9.640777,20.366249,1937-04-01,"GBIF","COI","COI","COI","COI",4315,"specimen"
"577","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"578","Oryza","Oryza longistaminata",11.71939,15.24833,1968-09-19,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"579","Oryza","Oryza latifolia",10.742761,-74.107419,2010-10-20,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"580","Oryza","Oryza sativa",23.490446,111.295924,1939-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"581","Oryza","Oryza longistaminata",11.93709,-1.86958,2007-10-16,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"582","Oryza","Oryza longistaminata",11.18333,-8.15,1969-11-04,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"583","Oryza","Oryza longistaminata",11.183,-1.5,2000-10-26,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"584","Oryza","Oryza longistaminata",14.5195,-4.19272,1908-11-22,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"585","Oryza","Oryza latifolia",10.368786,-84.504092,1997-05-29,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"586","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"587","Oryza","Oryza longistaminata",7.9,16.03333,1964-10-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"588","Oryza","Oryza latifolia",9.965577,-84.315094,1997-04-04,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"589","Oryza","Oryza latifolia",-27.84,-58.68,NA,"GBIF","BAA","BAA","BAA","HERB",4200,"specimen"
"590","Oryza","Oryza longistaminata",11.05,-1.417,NA,"GBIF","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Herbier CNRST/INERA",2946,"specimen"
"591","Oryza","Oryza longistaminata",14.275,-5.7,1969-10-16,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"592","Oryza","Oryza longistaminata",10.633333,-4.766667,1994-11-08,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"593","Oryza","Oryza latifolia",10.78333,-83.61666,1987-03-20,"MO","MO","MO","MO",NA,267,"specimen"
"594","Oryza","Oryza meyeriana",16.88791,101.85708,1951-05-06,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"595","Oryza","Oryza longistaminata",10.215539,5.393955,1955-09-09,"GBIF","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)",NA,3785,"specimen"
"596","Oryza","Oryza longistaminata",-3.31182,11.26088,1960-12-15,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"597","Oryza","Oryza longistaminata",10.721733,-4.820517,2006-10-13,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"598","Oryza","Oryza latifolia",11.216639,-73.317569,2010-10-17,"GBIF","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH)","FMB",1900,"specimen"
"599","Oryza","Oryza longistaminata",11.7,-0.35,1996-08-30,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"600","Oryza","Oryza latifolia",9.195,-82.21166,1989-02-27,"MO","MO","MO","MO",NA,267,"specimen"
"601","Oryza","Oryza longistaminata",10.65,-4.816,2000-11-08,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"602","Oryza","Oryza meyeriana",7.6649,99.86419,1986-06-15,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"603","Oryza","Oryza barthii",14.333,-16.383,1995-09-21,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"604","Oryza","Oryza longistaminata",15.81667,-1.28333,1970-10-08,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"605","Oryza","Oryza meyeriana",13.57647,105.96999,1866-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"606","Oryza","Oryza sativa",22.34007,106.84821,NA,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"607","Oryza","Oryza sativa",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"608","Oryza","Oryza sativa",23.519195,110.462487,1948-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"609","Oryza","Oryza sativa",24.175587,110.235565,1981-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"610","Oryza","Oryza sativa",23.519195,110.462487,1948-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"611","Oryza","Oryza sativa",22.34,106.855,1893-09-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"612","Oryza","Oryza sativa",39.83,119.48,1951-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"613","Oryza","Oryza sativa",37.086,120.157,1921-08-12,"GBIF","NHMUK","NHMUK","NHMUK","BOT",1748,"specimen"
"614","Oryza","Oryza sativa",37.269647,121.544774,1933-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"615","Oryza","Oryza sativa",23.490446,111.295924,1939-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"616","Oryza","Oryza longistaminata",11.733,-0.366,1996-09-04,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"617","Oryza","Oryza longistaminata",14.36295,-0.327717,1996-10-01,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"618","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"619","Oryza","Oryza longistaminata",13.10091,-2.16398,1974-10-18,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"620","Oryza","Oryza longistaminata",12.156389,0.146944,2001-10-02,"GBIF","FR","FR","FR","Herbarium Senckenbergianum",4396,"specimen"
"621","Oryza","Oryza longistaminata",11.164922,-4.305154,1967-10-17,"GBIF","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)",NA,3785,"specimen"
"622","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"623","Oryza","Oryza longistaminata",11.87827,-0.2496,1974-10-31,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"624","Oryza","Oryza meyeriana",13.57649,105.96999,1866-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"625","Oryza","Oryza longistaminata",11.783,-0.117,NA,"GBIF","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Centre National de la Recherche Scientifique et Technologique / Institut de l'environnement et de recherches agricoles","Herbier CNRST/INERA",2946,"specimen"
"626","Oryza","Oryza rufipogon",25.03299,109.926496,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"627","Oryza","Oryza barthii",6.966,2.083,NA,"GBIF","HNB","HNB","HNB","ABC",2340,"specimen"
"628","Oryza","Oryza brachyantha",13.59766,-13.76759,1966-10-11,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"629","Oryza","Oryza rufipogon",23.752354,109.219551,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"630","Oryza","Oryza punctata",-18.897669,44.829811,1975-01-01,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"631","Oryza","Oryza brachyantha",8.320894,-12.219983,1964-11-16,"GBIF","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)","Forest Herbarium Ibadan (FHI)",NA,3785,"specimen"
"632","Oryza","Oryza latifolia",-18.499472,-57.460694,2009-06-02,"GBIF","Universidade Estadual de Londrina","Universidade Estadual de Londrina","Universidade Estadual de Londrina","FUEL",4092,"specimen"
"633","Oryza","Oryza latifolia",18.863333,-96.864722,1985-08-27,"GBIF","INECOL","INECOL","INECOL","XAL",616,"specimen"
"634","Oryza","Oryza latifolia",-18.95,-57.55,1993-05-06,"GBIF","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","CPAP",3601,"specimen"
"635","Oryza","Oryza latifolia",-18.499444,-57.460833,2009-06-02,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"636","Oryza","Oryza punctata",-20.59065,48.52562,1964-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"637","Oryza","Oryza longistaminata",11.66667,-5.93333,1969-09-08,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"638","Oryza","Oryza latifolia",21.15,-104.98,1960-09-17,"GBIF","US","US","US","Botany",4885,"specimen"
"639","Oryza","Oryza latifolia",-21.677222,-57.8925,2009-06-26,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"640","Oryza","Oryza latifolia",8.534815,-83.426667,1997-10-22,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"641","Oryza","Oryza rufipogon",23.752354,109.219551,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"642","Oryza","Oryza latifolia",-18.576667,-57.559167,2009-06-01,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"643","Oryza","Oryza latifolia",9.2775,-79.92222,1969-05-01,"MO","MO","MO","MO",NA,267,"specimen"
"644","Oryza","Oryza latifolia",-19.085833,-57.52,2015-08-05,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"645","Oryza","Oryza longistaminata",16.39875,-16.07071,1966-01-13,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"646","Oryza","Oryza latifolia",-14.866,-64.983,1995-07-06,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"647","Oryza","Oryza latifolia",10.833333,-85.616667,1993-08-07,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"648","Oryza","Oryza latifolia",10.7,-85.655556,1992-07-17,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"649","Oryza","Oryza punctata",-16.719,46.876,1899-03-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"650","Oryza","Oryza barthii",13.3,-13.016,1993-12-18,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"651","Oryza","Oryza punctata",-14.88513,47.99608,1953-07-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"652","Oryza","Oryza latifolia",-2.733,-79.933,1987-05-06,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"653","Oryza","Oryza alta",-4,-53,1950-10-28,"GBIF","F","F","F","Botany",4382,"specimen"
"654","Oryza","Oryza latifolia",10.7,-84.95,1997-02-01,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"655","Oryza","Oryza latifolia",5.85,-55.1,1960-12-21,"GBIF","US","US","US","Botany",4885,"specimen"
"656","Oryza","Oryza punctata",-20.583333,48.533333,1964-01-01,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"657","Oryza","Oryza longistaminata",-4.96667,38.53333,1934-07-05,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"658","Oryza","Oryza rufipogon",16,103.65,2001-10-26,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"659","Oryza","Oryza latifolia",-2.73333,-79.93333,1987-05-06,"MO","AAU, MO","AAU, MO","AAU, MO",NA,267,"specimen"
"660","Oryza","Oryza barthii",16.43589,-14.32792,1967-09-08,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"661","Oryza","Oryza punctata",-20.60231,48.47691,1964-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"662","Oryza","Oryza latifolia",8.649875,-83.435432,2000-05-18,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"663","Oryza","Oryza punctata",-16.76173,46.84754,1899-03-01,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"664","Oryza","Oryza latifolia",-2.75,-80.05,1987-06-02,"MO","AAU","AAU","AAU",NA,267,"specimen"
"665","Oryza","Oryza latifolia",-21.705278,-57.763611,2008-12-16,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"666","Oryza","Oryza longistaminata",-15.31987,23.47761,1964-03-19,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"667","Oryza","Oryza longistaminata",16.39757,-16.07477,1966-01-13,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"668","Oryza","Oryza latifolia",-19.016667,-57.65,1995-07-02,"GBIF","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","CPAP",3601,"specimen"
"669","Oryza","Oryza latifolia",-19.287778,-57.255,1995-04-16,"GBIF","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","CPAP",3601,"specimen"
"670","Oryza","Oryza sativa",25.39996,112.948819,1942-01-01,"GBIF","IBSC","IBSC","IBSC",NA,4484,"specimen"
"671","Oryza","Oryza latifolia",8.65,-83.466667,2000-05-17,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"672","Oryza","Oryza latifolia",-19.461111,-57.421667,2011-07-11,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"673","Oryza","Oryza latifolia",8.534815,-83.426667,1997-10-22,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"674","Oryza","Oryza latifolia",-19.483333,-57.533333,1989-05-23,"GBIF","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","CPAP",3601,"specimen"
"675","Oryza","Oryza longistaminata",16.15,-16.3,1994-09-16,"GBIF","AAU","AAU","AAU","Herbarium",4161,"specimen"
"676","Oryza","Oryza latifolia",-26.575278,-58.040833,2005-01-23,"GBIF","NHMUK","NHMUK","NHMUK","BOT",1748,"specimen"
"677","Oryza","Oryza latifolia",-18.967778,-57.607778,2009-07-23,"GBIF","UnB","UnB","UnB","UB",3029,"specimen"
"678","Oryza","Oryza longistaminata",15.46429,6.2854,1962-10-23,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"679","Oryza","Oryza punctata",-18.89767,44.82981,1975-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"680","Oryza","Oryza latifolia",-19.954444,-57.837222,2001-04-18,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"681","Oryza","Oryza latifolia",-2.73333,-79.93333,1987-04-21,"MO","AAU","AAU","AAU",NA,267,"specimen"
"682","Oryza","Oryza meyeriana",9.44623,118.39294,1910-09-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"683","Oryza","Oryza latifolia",19.6333,-105.183,1991-11-02,"GBIF","US","US","US","Botany",4885,"specimen"
"684","Oryza","Oryza latifolia",-18.576389,-57.55,2009-06-01,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"685","Oryza","Oryza latifolia",10.163889,-83.95833,2001-06-18,"MO","MO","MO","MO",NA,267,"specimen"
"686","Oryza","Oryza barthii",16.39603,-15.72118,1960-02-27,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"687","Oryza","Oryza latifolia",21.79888,-105.21888,1997-10-29,"MO","MO","MO","MO",NA,267,"specimen"
"688","Oryza","Oryza latifolia",8.534815,-83.426667,1997-10-22,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"689","Oryza","Oryza latifolia",10.83,-85.61,1993-08-07,"MO","MO","MO","MO",NA,267,"specimen"
"690","Oryza","Oryza latifolia",-20.116667,-56.666667,1987-05-07,"GBIF","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","CPAP",3601,"specimen"
"691","Oryza","Oryza latifolia",-21.680556,-57.779167,2010-03-04,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"692","Oryza","Oryza punctata",-17.2,49.466667,1911-10-01,"GBIF","KMCC","KMCC","KMCC",NA,4003,"specimen"
"693","Oryza","Oryza latifolia",8.56,-83.51,NA,"GBIF","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Museo Nacional de Costa Rica (MNCR)","Herbario Nacional de Costa Rica (CR)",950,"specimen"
"694","Oryza","Oryza latifolia",8.534815,-83.426667,1997-10-22,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"695","Oryza","Oryza rufipogon",23.752354,109.219551,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"696","Oryza","Oryza latifolia",-24.84,-59.99,NA,"GBIF","SI","SI","SI","HERB",4773,"specimen"
"697","Oryza","Oryza latifolia",-19.159444,-57.5325,1985-10-14,"GBIF","Cenargen","Cenargen","Cenargen","CEN",1698,"specimen"
"698","Oryza","Oryza punctata",-20.84502,48.30654,1964-01-01,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"699","Oryza","Oryza latifolia",15.73333,-86.75,1980-05-01,"MO","MO","MO","MO",NA,267,"specimen"
"700","Oryza","Oryza rufipogon",23.752354,109.219551,1980-01-01,"GBIF","IBK","IBK","IBK",NA,4483,"specimen"
"701","Oryza","Oryza latifolia",-19.485555,-57.166667,2011-06-29,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"702","Oryza","Oryza barthii",13.07749,-12.7207,1960-12-27,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"703","Oryza","Oryza grandiglumis",-3.25,-60.25,1987-04-10,"GBIF","Cenargen","Cenargen","Cenargen","CEN",1698,"specimen"
"704","Oryza","Oryza latifolia",8.649875,-83.435432,2000-05-18,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"705","Oryza","Oryza latifolia",10.163889,-83.958333,2001-06-18,"GBIF","INBio","INBio","INBio","Plantae",3400,"specimen"
"706","Oryza","Oryza latifolia",-19.633333,-57.166667,1987-12-09,"GBIF","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","Empresa Brasileira de Pesquisa Agropecuária","CPAP",3601,"specimen"
"707","Oryza","Oryza latifolia",16.104167,-93.882222,1971-10-18,"GBIF","IBUNAM","IBUNAM","IBUNAM","MEXU",2859,"specimen"
"708","Oryza","Oryza latifolia",17.608889,-92.829167,1981-12-22,"GBIF","IBUNAM","IBUNAM","IBUNAM","MEXU",2859,"specimen"
"709","Oryza","Oryza latifolia",-18.993055,-57.666667,2001-06-29,"GBIF","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","Universidade Federal de Mato Grosso do Sul","CGMS",3889,"specimen"
"710","Oryza","Oryza rufipogon",23.87,113.53,1994-01-01,"GBIF","PE","PE","PE",NA,4697,"specimen"
"711","Oryza","Oryza brachyantha",13.61333,-13.75,1966-10-11,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"712","Oryza","Oryza barthii",16.40889,-14.37667,1967-09-08,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"713","Oryza","Oryza meyeriana",-6.32028,106.40806,NA,"GBIF","MNHN","MNHN","MNHN","P",4620,"specimen"
"714","Oryza","Oryza latifolia",10.83,-85.61,2003-08-21,"MO","MO","MO","MO",NA,267,"specimen"
